start_time,init_thresh,hit_thresh,Force,hold_time,duration,success,peak
1.97,50.0,100.0,"{'time, angle': '(-274, 1),(-262, 2),(-250, 3),(-241, 4),(-240, 5),(-235, 6),(-228, 7),(-228, 8),(-224, 9),(-222, 10),(-217, 11),(-216, 12),(-213, 13),(-209, 14),(-208, 15),(-203, 16),(-202, 17),(-198, 18),(-195, 19),(-192, 20),(-188, 21),(-184, 22),(-172, 23),(-171, 24),(-171, 25),(-168, 26),(-162, 27),(-158, 28),(-151, 29),(-145, 30),(-141, 31),(-135, 32),(-129, 33),(-120, 34),(-108, 35),(-91, 36),(-78, 37),(-68, 38),(-60, 39),(-53, 40),(-48, 41),(-43, 42),(-37, 43),(-32, 44),(-27, 45),(-22, 46),(-17, 47),(-11, 48),(-2, 49),(-1, 50),(8, 51),(12, 52),(18, 53),(25, 54),(30, 55),(36, 56),(42, 57),(49, 58),(57, 59),(64, 60),(73, 61),(80, 62),(89, 63),(98, 64),(107, 65),(116, 66),(126, 67),(138, 68),(144, 69),(151, 70),(163, 71),(164, 72),(171, 73),(176, 74),(183, 75),(188, 76),(194, 77),(199, 78),(205, 79),(210, 80),(221, 81),(222, 82),(225, 83),(231, 84),(235, 85),(241, 86),(245, 87),(250, 88),(255, 89),(261, 90),(267, 91),(276, 92),(279, 93),(285, 94),(290, 95),(296, 96),(302, 97),(306, 98),(311, 99),(316, 100),(321, 101),(327, 102),(333, 103),(339, 104),(340, 105),(344, 106),(349, 107),(352, 108),(358, 109),(360, 110),(364, 111),(368, 112),(372, 113),(376, 114),(379, 115),(383, 116),(387, 117),(391, 118),(395, 119),(398, 120),(402, 121),(406, 122),(411, 123),(414, 124),(417, 125),(421, 126),(425, 127),(429, 128),(433, 129),(437, 130),(441, 131),(445, 132),(449, 133),(454, 134),(460, 135),(464, 136),(464, 137),(469, 138),(473, 139),(478, 140),(482, 141),(489, 142),(493, 143),(498, 144),(503, 145),(509, 146),(519, 147),(522, 148),(527, 149),(534, 150),(541, 151),(551, 152),(558, 153),(570, 154),(583, 155),(608, 156),(670, 157),(757, 156),(773, 155),(794, 154),(815, 153),(842, 152),(874, 151),(911, 150),(957, 149),(1062, 150),(1107, 151),(1154, 152),(1232, 153),(1334, 154),(1487, 155),(1640, 156),(1780, 155),(1801, 154),(1813, 153),(1827, 152),(1847, 151),(1874, 150),(1910, 149),(1955, 148),(2088, 149),(2116, 150),(2146, 151),(2157, 152),(2174, 153),(2198, 154),(2220, 155),(2253, 156),(2309, 157)'}",1000.0,1.32,True,157
1.51,50.0,110.0,"{'time, angle': '(-421, 1),(-409, 2),(-399, 3),(-391, 4),(-384, 5),(-375, 6),(-368, 7),(-364, 8),(-357, 9),(-354, 10),(-348, 11),(-344, 12),(-337, 13),(-334, 14),(-329, 15),(-323, 16),(-315, 17),(-312, 18),(-304, 19),(-300, 20),(-294, 21),(-287, 22),(-281, 23),(-274, 24),(-266, 25),(-256, 26),(-248, 27),(-241, 28),(-230, 29),(-221, 30),(-204, 31),(-200, 32),(-188, 33),(-175, 34),(-162, 35),(-151, 36),(-138, 37),(-124, 38),(-109, 39),(-96, 40),(-84, 41),(-77, 42),(-67, 43),(-61, 44),(-52, 45),(-38, 46),(-30, 47),(-23, 48),(-12, 49),(-1, 50),(12, 51),(18, 52),(28, 53),(37, 54),(47, 55),(55, 56),(65, 57),(77, 58),(83, 59),(92, 60),(103, 61),(113, 62),(124, 63),(134, 64),(142, 65),(152, 66),(159, 67),(167, 68),(175, 69),(190, 70),(191, 71),(199, 72),(205, 73),(216, 74),(223, 75),(231, 76),(246, 77),(249, 78),(259, 79),(266, 80),(276, 81),(285, 82),(294, 83),(303, 84),(312, 85),(319, 86),(332, 87),(340, 88),(349, 89),(358, 90),(369, 91),(380, 92),(390, 93),(399, 94),(415, 95),(416, 96),(424, 97),(428, 98),(435, 99),(442, 100),(445, 101),(451, 102),(456, 103),(462, 104),(469, 105),(471, 106),(476, 107),(481, 108),(487, 109),(490, 110),(495, 111),(499, 112),(503, 113),(508, 114),(512, 115),(517, 116),(528, 117),(529, 118),(530, 119),(533, 120),(538, 121),(541, 122),(548, 123),(550, 124),(556, 125),(560, 126),(563, 127),(568, 128),(574, 129),(583, 130),(585, 131),(593, 132),(600, 133),(606, 134),(612, 135),(621, 136),(637, 137),(655, 138),(675, 139),(737, 140),(861, 141),(958, 140),(977, 139),(987, 138),(997, 137),(1005, 136),(1013, 135),(1019, 134),(1034, 133),(1035, 132),(1040, 131),(1047, 130),(1054, 129),(1061, 128),(1070, 127),(1078, 126),(1090, 125),(1098, 124),(1108, 123),(1120, 122),(1143, 121),(1248, 122),(1263, 123),(1273, 124),(1282, 125),(1297, 126),(1298, 127),(1306, 128),(1311, 129),(1319, 130),(1327, 131),(1335, 132),(1345, 133),(1355, 134),(1366, 135),(1381, 136),(1406, 137),(1431, 138),(1465, 139),(1506, 140),(1562, 141),(1609, 142),(1642, 143),(1681, 144),(1706, 145),(1740, 146),(2000, 145),(2009, 144),(2019, 143),(2029, 142),(2040, 141),(2057, 140),(2065, 139),(2075, 138),(2085, 137),(2093, 136),(2103, 135),(2112, 134),(2124, 133),(2147, 132),(2225, 133),(2258, 134),(2278, 135),(2294, 136),(2306, 137),(2320, 138),(2337, 139),(2351, 140),(2374, 141),(2391, 142),(2418, 143),(2458, 144),(2491, 145),(2526, 146),(2562, 147),(2594, 148)'}",1100.0,1.59,True,148
6.03,50.0,120.0,"{'time, angle': '(-902, 136),(-895, 135),(-887, 134),(-882, 133),(-876, 132),(-870, 131),(-859, 130),(-859, 129),(-852, 128),(-848, 127),(-842, 126),(-835, 125),(-829, 124),(-823, 123),(-817, 122),(-810, 121),(-801, 120),(-800, 119),(-796, 118),(-790, 117),(-785, 116),(-779, 115),(-776, 114),(-771, 113),(-766, 112),(-761, 111),(-757, 110),(-752, 109),(-747, 108),(-738, 107),(-737, 106),(-729, 105),(-728, 104),(-724, 103),(-718, 102),(-715, 101),(-711, 100),(-706, 99),(-701, 98),(-696, 97),(-691, 96),(-686, 95),(-677, 94),(-674, 93),(-668, 92),(-662, 91),(-657, 90),(-652, 89),(-647, 88),(-643, 87),(-640, 86),(-636, 85),(-633, 84),(-628, 83),(-625, 82),(-623, 81),(-620, 80),(-613, 79),(-613, 78),(-612, 77),(-609, 76),(-607, 75),(-603, 74),(-602, 73),(-599, 72),(-597, 71),(-592, 70),(-592, 69),(-589, 68),(-587, 67),(-584, 66),(-583, 65),(-580, 64),(-578, 63),(-575, 62),(-573, 61),(-571, 60),(-568, 59),(-565, 58),(-563, 57),(-561, 56),(-559, 55),(-554, 54),(-554, 53),(-551, 52),(-546, 51),(-546, 50),(-543, 49),(-542, 48),(-540, 47),(-535, 46),(-535, 45),(-532, 44),(-528, 43),(-527, 42),(-524, 41),(-523, 40),(-520, 39),(-518, 38),(-516, 37),(-513, 36),(-511, 35),(-508, 34),(-506, 33),(-502, 32),(-499, 31),(-497, 30),(-494, 29),(-489, 28),(-488, 27),(-486, 26),(-484, 25),(-482, 24),(-479, 23),(-477, 22),(-474, 21),(-472, 20),(-467, 19),(-466, 18),(-464, 17),(-462, 16),(-459, 15),(-457, 14),(-455, 13),(-452, 12),(-450, 11),(-448, 10),(-445, 9),(-442, 8),(-438, 7),(-436, 6),(-429, 5),(-428, 4),(-427, 3),(-421, 2),(-420, 1),(-416, 0),(-141, 1),(-132, 2),(-123, 3),(-121, 4),(-115, 5),(-112, 6),(-105, 7),(-104, 8),(-101, 9),(-97, 10),(-94, 11),(-91, 12),(-88, 13),(-86, 14),(-83, 15),(-81, 16),(-78, 17),(-76, 18),(-73, 19),(-71, 20),(-69, 21),(-67, 22),(-63, 23),(-60, 24),(-59, 25),(-56, 26),(-55, 27),(-53, 28),(-52, 29),(-49, 30),(-46, 31),(-43, 32),(-43, 33),(-40, 34),(-36, 35),(-35, 36),(-33, 37),(-31, 38),(-28, 39),(-26, 40),(-23, 41),(-21, 42),(-18, 43),(-16, 44),(-13, 45),(-11, 46),(-7, 47),(-4, 48),(-3, 49),(0, 50),(6, 51),(7, 52),(8, 53),(11, 54),(14, 55),(16, 56),(21, 57),(24, 58),(27, 59),(30, 60),(36, 61),(38, 62),(43, 63),(45, 64),(48, 65),(52, 66),(55, 67),(59, 68),(63, 69),(68, 70),(71, 71),(75, 72),(83, 73),(83, 74),(86, 75),(89, 76),(94, 77),(97, 78),(99, 79),(104, 80),(107, 81),(111, 82),(115, 83),(117, 84),(121, 85),(125, 86),(128, 87),(133, 88),(136, 89),(141, 90),(143, 91),(147, 92),(150, 93),(154, 94),(158, 95),(162, 96),(168, 97),(171, 98),(175, 99),(181, 100),(187, 101),(196, 102),(202, 103),(209, 104),(218, 105),(230, 106),(241, 107),(253, 108),(264, 109),(276, 110),(288, 111),(302, 112),(321, 113),(336, 114),(361, 115),(382, 116),(395, 117),(409, 118),(419, 119),(431, 120),(441, 121),(452, 122),(463, 123),(478, 124),(508, 125),(652, 126),(755, 127),(884, 126),(891, 125),(897, 124),(902, 123),(907, 122),(909, 121),(912, 120),(916, 119),(919, 118),(922, 117),(927, 116),(929, 115),(931, 114),(934, 113),(937, 112),(941, 111),(944, 110),(947, 109),(951, 108),(955, 107),(959, 106),(966, 105),(970, 104),(972, 103),(981, 102),(1057, 103),(1074, 104),(1078, 105),(1086, 106),(1095, 107),(1099, 108),(1105, 109),(1112, 110),(1118, 111),(1124, 112),(1130, 113),(1136, 114),(1142, 115),(1148, 116),(1156, 117),(1162, 118),(1169, 119),(1177, 120),(1186, 121),(1197, 122),(1205, 123),(1216, 124),(1223, 125),(1233, 126),(1244, 127),(1253, 128),(1265, 129),(1277, 130),(1288, 131),(1301, 132),(1313, 133),(1323, 134),(1328, 135),(1337, 136),(1345, 137),(1352, 138),(1359, 139),(1364, 140),(1371, 141),(1373, 142),(1378, 143),(1381, 144),(1385, 145),(1389, 146),(1395, 147),(1396, 148),(1399, 149),(1403, 150),(1405, 151),(1408, 152),(1411, 153),(1414, 154),(1416, 155),(1419, 156),(1422, 157),(1424, 158),(1426, 159),(1429, 160),(1431, 161),(1438, 162),(1439, 163),(1440, 164),(1441, 165),(1443, 166),(1445, 167),(1447, 168),(1452, 169),(1452, 170),(1456, 171),(1458, 172),(1463, 173),(1464, 174),(1467, 175),(1470, 176),(1473, 177),(1477, 178),(1481, 179),(1485, 180),(1489, 181),(1496, 182),(1505, 183),(1506, 184),(1512, 185),(1518, 186),(1524, 187),(1532, 188),(1540, 189),(1550, 190),(1565, 191),(1747, 190),(1761, 189),(1770, 188),(1779, 187),(1785, 186),(1792, 185),(1801, 184),(1811, 183),(1828, 182),(1862, 181),(1919, 180),(2033, 179),(2062, 178),(2085, 177),(2124, 176),(2269, 177),(2290, 178),(2309, 179),(2324, 180),(2336, 181),(2349, 182),(2365, 183),(2383, 184),(2405, 185),(2653, 184),(2663, 183),(2671, 182),(2677, 181),(2685, 180),(2694, 179),(2699, 178),(2709, 177),(2720, 176),(2730, 175),(2741, 174),(2751, 173),(2759, 172),(2769, 171),(2781, 170),(2872, 171),(2896, 172),(2910, 173),(2931, 174),(2950, 175),(2965, 176),(2979, 177),(2995, 178),(3009, 179),(3023, 180),(3040, 181),(3058, 182),(3080, 183),(3105, 184),(3123, 185),(3141, 186),(3163, 187),(3183, 188),(3203, 189),(3221, 190),(3238, 191),(3264, 192)'}",1200.0,2.38,True,192
12.29,50.0,130.0,"{'time, angle': '(-797, 1),(-768, 2),(-742, 3),(-711, 4),(-687, 5),(-670, 6),(-658, 7),(-643, 8),(-626, 9),(-609, 10),(-593, 11),(-573, 12),(-542, 13),(-503, 14),(-469, 15),(-419, 16),(-349, 17),(-294, 18),(-258, 19),(-235, 20),(-211, 21),(-191, 22),(-174, 23),(-156, 24),(-142, 25),(-126, 26),(-113, 27),(-100, 28),(-96, 29),(-90, 30),(-83, 31),(-76, 32),(-69, 33),(-65, 34),(-60, 35),(-55, 36),(-51, 37),(-45, 38),(-39, 39),(-33, 40),(-32, 41),(-29, 42),(-23, 43),(-21, 44),(-18, 45),(-13, 46),(-10, 47),(-5, 48),(-4, 49),(0, 50),(3, 51),(6, 52),(9, 53),(12, 54),(15, 55),(18, 56),(21, 57),(24, 58),(29, 59),(31, 60),(36, 61),(36, 62),(38, 63),(40, 64),(43, 65),(44, 66),(49, 67),(49, 68),(51, 69),(53, 70),(55, 71),(58, 72),(60, 73),(64, 74),(64, 75),(66, 76),(68, 77),(69, 78),(71, 79),(74, 80),(75, 81),(76, 82),(79, 83),(80, 84),(82, 85),(83, 86),(85, 87),(87, 88),(89, 89),(91, 90),(94, 91),(95, 92),(97, 93),(99, 94),(101, 95),(104, 96),(112, 97),(112, 98),(112, 99),(113, 100),(115, 101),(118, 102),(121, 103),(124, 104),(126, 105),(131, 106),(132, 107),(135, 108),(139, 109),(143, 110),(145, 111),(149, 112),(153, 113),(157, 114),(160, 115),(168, 116),(168, 117),(171, 118),(176, 119),(179, 120),(182, 121),(186, 122),(190, 123),(193, 124),(197, 125),(200, 126),(204, 127),(207, 128),(210, 129),(213, 130),(215, 131),(218, 132),(221, 133),(224, 134),(226, 135),(230, 136),(231, 137),(234, 138),(236, 139),(238, 140),(243, 141),(244, 142),(247, 143),(248, 144),(251, 145),(255, 146),(257, 147),(259, 148),(262, 149),(265, 150),(267, 151),(270, 152),(274, 153),(276, 154),(280, 155),(284, 156),(292, 157),(292, 158),(294, 159),(300, 160),(303, 161),(309, 162),(313, 163),(319, 164),(326, 165),(336, 166),(362, 167),(634, 166),(780, 165),(798, 164),(811, 163),(820, 162),(828, 161),(835, 160),(844, 159),(849, 158),(856, 157),(865, 156),(872, 155),(878, 154),(886, 153),(896, 152),(914, 151),(1013, 152),(1031, 153),(1050, 154),(1071, 155),(1088, 156),(1103, 157),(1115, 158),(1125, 159),(1136, 160),(1148, 161),(1160, 162),(1171, 163),(1181, 164),(1191, 165),(1201, 166),(1211, 167),(1222, 168),(1235, 169),(1250, 170),(1277, 171),(1333, 172),(1512, 171),(1525, 170),(1532, 169),(1539, 168),(1544, 167),(1550, 166),(1555, 165),(1560, 164),(1566, 163),(1571, 162),(1577, 161),(1583, 160),(1590, 159),(1597, 158),(1604, 157),(1611, 156),(1620, 155),(1633, 154),(1717, 155),(1738, 156),(1755, 157),(1765, 158),(1774, 159),(1783, 160),(1789, 161),(1797, 162),(1805, 163),(1813, 164),(1823, 165),(1835, 166),(1847, 167),(1861, 168),(1873, 169),(1895, 170),(1942, 171),(1997, 172),(2243, 171),(2264, 170),(2284, 169),(2312, 168),(2328, 167),(2338, 166),(2347, 165),(2355, 164),(2362, 163),(2371, 162),(2380, 161),(2391, 160),(2417, 159),(2463, 158),(2505, 157)'}",1300.0,1.52,True,192
